_id,body_color,body_status,body_type,brand,engine,fuel_consumption,fuel_type,mileage,model,price,volume,year
62c0205e5ac6166d04f2792a,سفید,بدون رنگ,passenger_car,runna,4 سیلندر ,6.9,بنزینی,104000,el,187000000,1.6,2013
62c022475ac6166d04f29fa1,سفید,بدون رنگ,passenger_car,runna,4 سیلندر TU5 یورو4 ,6.9,دوگانه سوز,292000,lx,188000000,1.6,2013
62c0237f5ac6166d04f2b790,سفید,کاپوت تعویض,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,150000,206ir,190000000,1.6,2013
62c023105ac6166d04f2aeae,قرمز,بدون رنگ,passenger_car,runna,4 سیلندر TU5 یورو4 ,6.9,بنزینی,92000,lx,190000000,1.6,2013
62c020885ac6166d04f27ce4,مشکی,گلگیر رنگ,passenger_car,peugeot,4 سیلندر TU5 ,7.5,بنزینی,150000,405,195000000,1.6,2013
62c021875ac6166d04f29190,مشکی,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,7.5,بنزینی,210000,405,195000000,1.6,2013
62c020b45ac6166d04f280d3,سفید,کاپوت رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,190000,206ir,195000000,1.6,2013
62c021ad5ac6166d04f29487,سفید,یک لکه رنگ,passenger_car,peugeot,4 سیلندر TU5 ,7.5,بنزینی,186000,pars,198000000,1.6,2013
62c0235b5ac6166d04f2b48c,مشکی,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,150000,206ir,205000000,1.6,2013
62c021335ac6166d04f28b51,قرمز,کاپوت رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,180000,206ir,205000000,1.6,2013
62c021135ac6166d04f288a4,بادمجانی,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,6.6,بنزینی,100000,206sd,205000000,1.6,2013
62c022355ac6166d04f29e6e,سفید,کاپوت تعویض,passenger_car,peugeot,4 سیلندر TU5 ,6.6,بنزینی,178000,206sd,206000000,1.6,2013
62c020af5ac6166d04f28069,مشکی,درب تعویض,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,147000,206ir,210000000,1.6,2013
62c0224d5ac6166d04f2a01a,سفید,گلگیر تعویض,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,210000,206ir,210000000,1.6,2013
62c022ec5ac6166d04f2abb9,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,7.5,بنزینی,170000,pars,210000000,1.6,2013
62c023375ac6166d04f2b1b8,خاکستری,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,7.5,بنزینی,189000,pars,214000000,1.6,2013
62c020bb5ac6166d04f28172,سفید,یک لکه رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,96000,206ir,215500000,1.6,2013
62c0209e5ac6166d04f27ec2,نقره ای,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,6.6,بنزینی,108000,206sd,218000000,1.6,2013
62c0216f5ac6166d04f28fb0,سفید,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,200000,206ir,218600000,1.6,2013
62c020735ac6166d04f27aec,خاکستری,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,7.5,بنزینی,221000,pars,219000000,1.6,2013
62c023515ac6166d04f2b3c5,سفید,دو لکه رنگ,passenger_car,peugeot,4 سیلندر TU5 ,6.6,بنزینی,117000,206sd,220000000,1.6,2013
62c022d85ac6166d04f2aa0e,سفید,صافکاری بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,6.6,بنزینی,171000,206sd,222000000,1.6,2013
62c022a25ac6166d04f2a5d6,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,6.6,بنزینی,130000,206sd,223000000,1.6,2013
62c021845ac6166d04f29156,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,6.6,بنزینی,100000,206sd,225000000,1.6,2013
62c022ee5ac6166d04f2abc6,خاکستری,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,138000,206ir,228000000,1.6,2013
62c0230f5ac6166d04f2ae90,سفید,دو درب رنگ,passenger_car,renault,4 سیلندر ,6.9,بنزینی,228000,tondar90,228000000,1.6,2013
62c0202c5ac6166d04f274f8,سفید,بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,76000,206ir,230000000,1.6,2013
62c023b35ac6166d04f2bb94,مشکی,صافکاری بدون رنگ,hatchback,peugeot,4 سیلندر TU5 ,6.4,بنزینی,105266,206ir,235000000,1.6,2013
62c022815ac6166d04f2a30b,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,6.6,بنزینی,95000,206sd,235000000,1.6,2013
62c021855ac6166d04f29177,مشکی,دو لکه رنگ,passenger_car,renault,4 سیلندر ,6.9,بنزینی,270000,tondar90,235000000,1.6,2013
62c022255ac6166d04f29d88,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر TU5 ,7.5,بنزینی,160000,pars,240000000,1.6,2013
62c020a85ac6166d04f27fbf,سفید,بدون رنگ,passenger_car,renault,4 سیلندر ,6.9,بنزینی,144000,tondar90,260000000,1.6,2013
62c0236e5ac6166d04f2b644,سفید,بدون رنگ,passenger_car,renault,4 سیلندر ,6.9,بنزینی,186000,tondar90,275000000,1.6,2013
62c023055ac6166d04f2add4,سفید,گلگیر رنگ,passenger_car,renault,4 سیلندر ,8.3,بنزینی,150000,tondar90,280000000,1.6,2013
62c022035ac6166d04f29b0b,سفید,چند لکه رنگ,passenger_car,renault,4 سیلندر ,8.3,بنزینی,220000,tondar90,280000000,1.6,2013
62c0205e5ac6166d04f27932,سفید,بدون رنگ,passenger_car,renault,4 سیلندر ,6.9,بنزینی,152800,tondar90,285000000,1.6,2013
62c022c25ac6166d04f2a847,سفید,دو لکه رنگ,passenger_car,renault,4 سیلندر ,8.3,بنزینی,14000,tondar90,290000000,1.6,2013
62c0228a5ac6166d04f2a3cf,سفید,بدون رنگ,passenger_car,renault,4 سیلندر ,6.9,بنزینی,140000,tondar90,290000000,1.6,2013
62c022b45ac6166d04f2a732,سفید,یک درب رنگ,passenger_car,renault,4 سیلندر ,8.3,بنزینی,135200,tondar90,298000000,1.6,2013
62c020645ac6166d04f279a6,سفید,بدون رنگ,passenger_car,renault,4 سیلندر ,6.8,بنزینی,125000,parstondar,300000000,1.6,2013
62c020ee5ac6166d04f285d0,سفید,گلگیر رنگ,passenger_car,renault,4 سیلندر ,8.3,بنزینی,163000,tondar90,300000000,1.6,2013
62c021c45ac6166d04f29661,سفید,چند لکه رنگ,passenger_car,hyundai,4 سیلندر MPi ,6.4,بنزینی,134000,accent,420000000,1.6,2013
62c021345ac6166d04f28b7b,مشکی,بدون رنگ,passenger_car,renault,4 سیلندر ,7,بنزینی,105000,meganir,475000000,1.6,2013
62c0230f5ac6166d04f2ae84,مشکی,چند لکه رنگ,passenger_car,kia,4 سیلندر ,6.9,بنزینی,125000,cerato,540000000,1.6,2013
62c0232b5ac6166d04f2b0a6,نقره ای,یک لکه رنگ,passenger_car,kia,4 سیلندر ,6.9,بنزینی,163000,cerato,650000000,1.6,2013
62c0212f5ac6166d04f28b0a,سفید صدفی,یک درب رنگ,passenger_car,kia,4 سیلندر ,6.9,بنزینی,153000,cerato,695000000,1.6,2013
62c023a85ac6166d04f2baba,مشکی,یک لکه رنگ,passenger_car,kia,4 سیلندر ,6.9,بنزینی,300000,cerato,710000000,1.6,2013
62c0237f5ac6166d04f2b77e,سفید,دو لکه رنگ,pickup,peykan,4 سیلندر OHV2 ,9,بنزینی,200000,pickup,130000000,1.7,2013
62c022605ac6166d04f2a154,سفید,گلگیر تعویض,pickup,peykan,4 سیلندر OHVG2 دوگانه سوز ,9,دوگانه سوز,87000,pickup,139000000,1.7,2013
62c022825ac6166d04f2a331,سفید,بدون رنگ,pickup,peykan,4 سیلندر OHVG2 دوگانه سوز ,9,دوگانه سوز,140000,pickup,140000000,1.7,2013
62c021595ac6166d04f28df0,سفید,بدون رنگ,pickup,peykan,4 سیلندر OHVG2 دوگانه سوز ,9,دوگانه سوز,260000,pickup,145000000,1.7,2013
62c022405ac6166d04f29f2e,مشکی,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,بنزینی,159000,lx,154000000,1.7,2013
62c022ac5ac6166d04f2a682,سفید,چند لکه رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,بنزینی,165000,lx,158000000,1.7,2013
62c020ca5ac6166d04f28297,گیلاسی,چند لکه رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,بنزینی,200000,lx,160000000,1.7,2013
62c020ea5ac6166d04f28583,آبی,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,بنزینی,120000,lx,165000000,1.7,2013
62c0219b5ac6166d04f29310,سفید,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,بنزینی,200000,lx,165000000,1.7,2013
62c0236a5ac6166d04f2b5e1,سرمه ای,کاپوت تعویض,passenger_car,samand,4 سیلندر EF7 ,7.5,بنزینی,216000,lx,168000000,1.7,2013
62c0217f5ac6166d04f290ec,سفید,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,بنزینی,100000,lx,178000000,1.7,2013
62c023615ac6166d04f2b506,سفید,کاپوت تعویض,passenger_car,samand,4 سیلندر EF7 ,7.5,بنزینی,100000,lx,180000000,1.7,2013
62c021605ac6166d04f28e6e,سفید,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,دوگانه سوز,169000,lx,180000000,1.7,2013
62c023375ac6166d04f2b1a1,مشکی,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,بنزینی,150000,lx,185000000,1.7,2013
62c0223b5ac6166d04f29ecd,سفید,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,بنزینی,200000,lx,185000000,1.7,2013
62c0236a5ac6166d04f2b5e5,سفید,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,بنزینی,220000,lx,185000000,1.7,2013
62c022f35ac6166d04f2ac49,سفید,صافکاری بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,بنزینی,89000,lx,189000000,1.7,2013
62c0216c5ac6166d04f28f49,سفید,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,بنزینی,140000,lx,190000000,1.7,2013
62c0232e5ac6166d04f2b0f1,سفید,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,دوگانه سوز,259000,lx,190000000,1.7,2013
62c021d85ac6166d04f297f7,سفید,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,بنزینی,144000,lx,195000000,1.7,2013
62c022c35ac6166d04f2a86c,سفید,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,بنزینی,175000,lx,195000000,1.7,2013
62c021355ac6166d04f28b9d,نقره ای,کاپوت تعویض,passenger_car,samand,4 سیلندر EF7 ,7.5,دوگانه سوز,190000,lx,198000000,1.7,2013
62c021795ac6166d04f2908c,سفید,یک درب رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,دوگانه سوز,250000,lx,200000000,1.7,2013
62c021d55ac6166d04f297c8,سفید,صافکاری بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,دوگانه سوز,265000,lx,200000000,1.7,2013
62c022c85ac6166d04f2a8d9,سفید,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,دوگانه سوز,300000,lx,200000000,1.7,2013
62c023555ac6166d04f2b40f,سفید,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,بنزینی,107000,lx,202000000,1.7,2013
62c022115ac6166d04f29c08,سفید,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,دوگانه سوز,290000,lx,208000000,1.7,2013
62c023735ac6166d04f2b68e,سفید,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,دوگانه سوز,180000,lx,210000000,1.7,2013
62c023225ac6166d04f2b03a,مشکی,بدون رنگ,passenger_car,samand,4 سیلندر EF7 ,7.5,دوگانه سوز,105000,lx,215000000,1.7,2013
62c0220e5ac6166d04f29bca,خاکستری,گلگیر تعویض,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,239000,405,138000000,1.8,2013
62c022bc5ac6166d04f2a7fb,سفید,گلگیر تعویض,passenger_car,samand,4 سیلندر XU7 ,8.3,بنزینی,95000,lx,138000000,1.8,2013
62c022075ac6166d04f29b4d,نقره ای,یک درب رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,94000,405,145000000,1.8,2013
62c023615ac6166d04f2b50c,سفید,صافکاری بدون رنگ,passenger_car,samand,4 سیلندر XU7 ,8.3,بنزینی,280000,lx,145000000,1.8,2013
62c021505ac6166d04f28d3e,سفید,چند لکه رنگ,passenger_car,samand,4 سیلندر XU7 ,8.7,بنزینی,182000,se,145000000,1.8,2013
62c023845ac6166d04f2b7eb,سفید,چند لکه رنگ,passenger_car,samand,4 سیلندر XU7 ,8.7,بنزینی,350000,se,150000000,1.8,2013
62c0216d5ac6166d04f28f6f,نقره ای,دو لکه رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,173000,405,155000000,1.8,2013
62c021f45ac6166d04f29a0a,خاکستری,دو لکه رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,200000,405,156000000,1.8,2013
62c022395ac6166d04f29eaa,مشکی,بدون رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,200000,405,158000000,1.8,2013
62c0217c5ac6166d04f290bf,سرمه ای,بدون رنگ,passenger_car,samand,4 سیلندر XU7 ,8.3,بنزینی,100100,lx,160000000,1.8,2013
62c023615ac6166d04f2b50a,سفید,کاپوت تعویض,passenger_car,samand,4 سیلندر XU7 ,8.3,بنزینی,141000,lx,160000000,1.8,2013
62c0233c5ac6166d04f2b224,سفید,بدون رنگ,passenger_car,samand,4 سیلندر XU7 ,8.3,بنزینی,163000,lx,160000000,1.8,2013
62c0206b5ac6166d04f27a56,سفید,بدون رنگ,passenger_car,samand,4 سیلندر XU7 ,8.3,بنزینی,196000,lx,160000000,1.8,2013
62c021b35ac6166d04f29503,سفید,دو لکه رنگ,passenger_car,samand,4 سیلندر XU7 ,8.3,بنزینی,265000,lx,160000000,1.8,2013
62c021a15ac6166d04f2938f,سفید,کاپوت تعویض,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,165000,pars,160000000,1.8,2013
62c0211b5ac6166d04f28931,سفید,یک لکه رنگ,passenger_car,samand,4 سیلندر XU7 ,8.3,بنزینی,170000,lx,163000000,1.8,2013
62c0233c5ac6166d04f2b232,خاکستری,چند لکه رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,160000,pars,165000000,1.8,2013
62c020cc5ac6166d04f282d8,مشکی,صافکاری بدون رنگ,passenger_car,samand,4 سیلندر XU7 ,8.3,بنزینی,219000,lx,166000000,1.8,2013
62c0223b5ac6166d04f29ecc,نقره ای,بدون رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,184500,405,167000000,1.8,2013
62c020d85ac6166d04f28402,سفید,کاپوت تعویض,passenger_car,samand,4 سیلندر XU7 ,8.3,بنزینی,118000,lx,168000000,1.8,2013
62c0207f5ac6166d04f27c04,خاکستری,بدون رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,190000,405,169000000,1.8,2013
62c0225b5ac6166d04f2a10d,سفید,بدون رنگ,passenger_car,samand,4 سیلندر XU7 ,8.3,بنزینی,179000,lx,170000000,1.8,2013
62c0209f5ac6166d04f27ee0,مشکی,بدون رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,175000,405,171000000,1.8,2013
62c021885ac6166d04f291b3,نوک مدادی,یک لکه رنگ,passenger_car,peugeot,4 سیلندر L3 ,9,بنزینی,155000,405,179000000,1.8,2013
62c0216e5ac6166d04f28f84,سفید,بدون رنگ,passenger_car,samand,4 سیلندر XU7 ,8.3,بنزینی,120000,lx,180000000,1.8,2013
62c021615ac6166d04f28e88,سفید,دو لکه رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,183000,pars,183000000,1.8,2013
62c022f95ac6166d04f2acba,مشکی,بدون رنگ,passenger_car,samand,4 سیلندر XU7 ,8.3,بنزینی,120000,lx,185000000,1.8,2013
62c023285ac6166d04f2b055,سفید,دو لکه رنگ,passenger_car,lifan,4 سیلندر ,6.8,بنزینی,237000,620,190000000,1.8,2013
62c022a45ac6166d04f2a5ed,خاکستری,بدون رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,85000,pars,190000000,1.8,2013
62c023875ac6166d04f2b824,خاکستری,دو لکه رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,173000,pars,190000000,1.8,2013
62c023595ac6166d04f2b466,خاکستری,یک لکه رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,205000,pars,190000000,1.8,2013
62c023b45ac6166d04f2bbb9,سفید,بدون رنگ,passenger_car,lifan,4 سیلندر ,6.8,بنزینی,138000,620,195000000,1.8,2013
62c023705ac6166d04f2b664,سفید,دو لکه رنگ,passenger_car,peugeot,4 سیلندر XU7 دوگانه سوز ,9.5,دوگانه سوز,167000,pars,200000000,1.8,2013
62c022ff5ac6166d04f2ad3c,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,دوگانه سوز,118000,pars,205000000,1.8,2013
62c021c35ac6166d04f29643,خاکستری,بدون رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,120000,pars,205000000,1.8,2013
62c023475ac6166d04f2b2f6,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,144000,pars,206000000,1.8,2013
62c020d15ac6166d04f2834a,نوک مدادی,بدون رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,99000,pars,210000000,1.8,2013
62c021765ac6166d04f29038,خاکستری,بدون رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,130800,pars,210000000,1.8,2013
62c021495ac6166d04f28cbb,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,144000,pars,210000000,1.8,2013
62c020ae5ac6166d04f28058,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,54500,pars,215000000,1.8,2013
62c023a75ac6166d04f2ba99,سفید,بدون رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,107000,pars,215000000,1.8,2013
62c0214b5ac6166d04f28ced,نوک مدادی,بدون رنگ,passenger_car,peugeot,4 سیلندر XU7 ,9.1,بنزینی,125000,pars,215000000,1.8,2013
62c020705ac6166d04f27aaf,سفید,دور رنگ,passenger_car,geely,4 سیلندر ,7.2,بنزینی,150000,emgrand7,235000000,1.8,2013
62c020f95ac6166d04f286b4,سفید,دور رنگ,passenger_car,geely,4 سیلندر ,7.2,بنزینی,130000,emgrand7,260000000,1.8,2013
62c022675ac6166d04f2a1ba,سفید,دو لکه رنگ,passenger_car,geely,4 سیلندر ,7.2,بنزینی,150000,emgrand7,275000000,1.8,2013
62c020e75ac6166d04f28545,سفید,بدون رنگ,crossover,lifan,4 سیلندر ,8.2,بنزینی,170000,x60,276000000,1.8,2013
62c022945ac6166d04f2a4a6,سفید,بدون رنگ,crossover,lifan,4 سیلندر ,8.2,بنزینی,209000,x60,280000000,1.8,2013
62c021b15ac6166d04f294d7,مشکی,بدون رنگ,hatchback,geely,4 سیلندر ,7.2,بنزینی,130000,emgrand7rv,295000000,1.8,2013
62c0211b5ac6166d04f28948,سفید,دو لکه رنگ,passenger_car,hyundai,4 سیلندر ,7.1,بنزینی,160000,elantra,830000000,1.8,2013
62c020e45ac6166d04f28503,سفید,بدون رنگ,passenger_car,hyundai,4 سیلندر ,7.1,بنزینی,100000,elantra,888000000,1.8,2013
62c022995ac6166d04f2a51c,سفید,یک لکه رنگ,passenger_car,honda,4 سیلندر ,7.1,بنزینی,100000,civic,1100000000,1.8,2013
62c0236e5ac6166d04f2b641,سفید,دو لکه رنگ,passenger_car,mercedesbenz,4 سیلندر توربوشارژ ,6.9,بنزینی,86000,cclass,2250000000,1.8,2013
62c021e45ac6166d04f298e6,سفید,بدون رنگ,passenger_car,mercedesbenz,4 سیلندر توربوشارژ ,6.9,بنزینی,80000,cclass,2350000000,1.8,2013
62c022055ac6166d04f29b36,مشکی,گلگیر رنگ,passenger_car,mercedesbenz,4 سیلندر توربوشارژ ,6.9,بنزینی,100000,cclass,2350000000,1.8,2013
62c0212c5ac6166d04f28acf,سفید,بدون رنگ,passenger_car,mercedesbenz,4 سیلندر توربوشارژ ,6.9,بنزینی,38000,cclass,2750000000,1.8,2013
62c0237e5ac6166d04f2b76b,سفید,دور رنگ,passenger_car,mvm,4 سیلندر ,7,بنزینی,284000,530,175000000,2,2013
62c020645ac6166d04f279a9,قرمز,دو لکه رنگ,coupe,kia,4 سیلندر ,7.8,بنزینی,120000,ceratokoup,770000000,2,2013
62c020675ac6166d04f279d6,سفید,بدون رنگ,passenger_car,mazda,4 سیلندر ,7.6,بنزینی,182000,3sedan,820000000,2,2013
62c0204d5ac6166d04f277a8,سفید صدفی,بدون رنگ,passenger_car,kia,4 سیلندر ,7.9,بنزینی,145000,cerato,820000000,2,2013
62c021435ac6166d04f28c3d,مشکی,بدون رنگ,passenger_car,kia,4 سیلندر ,7.9,بنزینی,77000,cerato,830000000,2,2013
62c021f25ac6166d04f299ee,مشکی,دو لکه رنگ,coupe,kia,4 سیلندر ,7.8,بنزینی,140000,ceratokoup,830000000,2,2013
62c0223d5ac6166d04f29ef5,سفید,بدون رنگ,passenger_car,mazda,4 سیلندر ,7.6,بنزینی,190000,3sedan,847000000,2,2013
62c023495ac6166d04f2b319,سفید,یک لکه رنگ,coupe,kia,4 سیلندر ,7.8,بنزینی,185000,ceratokoup,870000000,2,2013
62c021265ac6166d04f28a44,مشکی,درب تعویض,crossover,mitsubishi,4 سیلندر ,8.4,بنزینی,200000,asx,900000000,2,2013
62c0216a5ac6166d04f28f2c,سفید,بدون رنگ,crossover,mitsubishi,4 سیلندر ,8.4,بنزینی,145000,asx,1000000000,2,2013
62c023a55ac6166d04f2ba6a,مشکی,چند لکه رنگ,coupe,toyota,4 سیلندر تخت ,7.1,بنزینی,150000,gt86,1080000000,2,2013
62c020a35ac6166d04f27f4f,مشکی,چند لکه رنگ,coupe,toyota,4 سیلندر تخت ,7.1,بنزینی,150000,gt86,1200000000,2,2013
62c022f35ac6166d04f2ac4f,سفید صدفی,یک لکه رنگ,coupe,toyota,4 سیلندر تخت ,7.1,بنزینی,170000,gt86,1380000000,2,2013
62c0207e5ac6166d04f27be8,سفید صدفی,بدون رنگ,coupe,toyota,4 سیلندر تخت ,7.1,بنزینی,93000,gt86,1480000000,2,2013
62c022a75ac6166d04f2a631,قرمز,دو لکه رنگ,coupe,toyota,4 سیلندر تخت ,7.1,بنزینی,70000,gt86,1500000000,2,2013
62c020c65ac6166d04f28236,سفید صدفی,یک لکه رنگ,coupe,toyota,4 سیلندر تخت ,7.1,بنزینی,129000,gt86,1550000000,2,2013
62c0217e5ac6166d04f290e5,سرمه ای,دو لکه رنگ,coupe,toyota,4 سیلندر تخت ,7.1,بنزینی,100000,gt86,1650000000,2,2013
62c021e85ac6166d04f29924,سفید,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ ,6,بنزینی,140000,3seriessedan,1900000000,2,2013
62c023395ac6166d04f2b1e5,نقرآبی,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ ,6,بنزینی,150000,3seriessedan,1925000000,2,2013
62c020ce5ac6166d04f28306,قهوه ای,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ ,6,بنزینی,125000,3seriessedan,1950000000,2,2013
62c021335ac6166d04f28b5c,قهوه ای,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ ,6,بنزینی,130000,3seriessedan,1950000000,2,2013
62c022295ac6166d04f29dc2,طلائی,بدون رنگ,convertible,bmw,4 سیلندر توربوشارژ ,6.8,بنزینی,96000,z4,1950000000,2,2013
62c023a15ac6166d04f2ba1f,مشکی,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ ,6,بنزینی,80000,3seriessedan,2000000000,2,2013
62c021105ac6166d04f28864,مشکی,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.4,بنزینی,122000,5seriessedan,2250000000,2,2013
62c022915ac6166d04f2a463,سفید صدفی,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.4,بنزینی,140000,5seriessedan,2260000000,2,2013
62c022d35ac6166d04f2a9a9,قهوه ای,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.4,بنزینی,140000,5seriessedan,2280000000,2,2013
62c020a95ac6166d04f27fd4,بژ,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.5,بنزینی,120000,5seriessedan,2400000000,2,2013
62c020a45ac6166d04f27f5f,سفید,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.4,بنزینی,90000,5seriessedan,2430000000,2,2013
62c0203d5ac6166d04f2768c,بژ,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.5,بنزینی,106000,5seriessedan,2530000000,2,2013
62c0232b5ac6166d04f2b093,بژ,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.5,بنزینی,100000,5seriessedan,2550000000,2,2013
62c021d35ac6166d04f297a9,سفید,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.5,بنزینی,150000,5seriessedan,2550000000,2,2013
62c023295ac6166d04f2b084,سفید,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.5,بنزینی,150000,5seriessedan,2550000000,2,2013
62c0225f5ac6166d04f2a151,قهوه ای,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.5,بنزینی,70000,5seriessedan,2590000000,2,2013
62c020905ac6166d04f27d94,قهوه ای,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.5,بنزینی,75000,5seriessedan,2590000000,2,2013
62c023b15ac6166d04f2bb86,نوک مدادی,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.5,بنزینی,108000,5seriessedan,2600000000,2,2013
62c020e35ac6166d04f284e7,قهوه ای,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.5,بنزینی,150000,5seriessedan,2600000000,2,2013
62c0228a5ac6166d04f2a3cd,سفید,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.5,بنزینی,160000,5seriessedan,2600000000,2,2013
62c020ae5ac6166d04f28064,سفید,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.5,بنزینی,145000,5seriessedan,2610000000,2,2013
62c020ca5ac6166d04f2829b,سفید,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.5,بنزینی,150000,5seriessedan,2690000000,2,2013
62c023b95ac6166d04f2bc11,کربن بلک,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.5,بنزینی,113000,5seriessedan,2700000000,2,2013
62c021565ac6166d04f28daa,قهوه ای,بدون رنگ,passenger_car,bmw,4 سیلندر توربوشارژ (N20B20) ,6.5,بنزینی,130000,5seriessedan,2700000000,2,2013
